date,cumulative_deaths,daily_deaths,moving_avg_7day
2021-02-15,126,0,0.14285714285714285
2021-02-16,127,1,0.2857142857142857
2021-02-17,128,1,0.42857142857142855
2021-02-18,128,0,0.42857142857142855
2021-02-19,128,0,0.42857142857142855
2021-02-20,128,0,0.2857142857142857
2021-02-21,128,0,0.2857142857142857
2021-02-22,128,0,0.2857142857142857
2021-02-23,128,0,0.14285714285714285
2021-02-24,128,0,0.0
2021-02-25,128,0,0.0
2021-02-26,129,1,0.14285714285714285
2021-02-27,130,1,0.2857142857142857
2021-02-28,130,0,0.2857142857142857
2021-03-01,130,0,0.2857142857142857
2021-03-02,130,0,0.2857142857142857
2021-03-03,130,0,0.2857142857142857
2021-03-04,130,0,0.2857142857142857
2021-03-05,130,0,0.14285714285714285
2021-03-06,130,0,0.0
2021-03-07,130,0,0.0
2021-03-08,130,0,0.0
2021-03-09,130,0,0.0
2021-03-10,130,0,0.0
2021-03-11,130,0,0.0
2021-03-12,130,0,0.0
2021-03-13,131,1,0.14285714285714285
2021-03-14,131,0,0.14285714285714285
2021-03-15,131,0,0.14285714285714285
2021-03-16,132,1,0.2857142857142857
2021-03-17,132,0,0.2857142857142857
2021-03-18,132,0,0.2857142857142857
2021-03-19,132,0,0.2857142857142857
2021-03-20,132,0,0.14285714285714285
2021-03-21,132,0,0.14285714285714285
2021-03-22,132,0,0.14285714285714285
2021-03-23,132,0,0.0
2021-03-24,132,0,0.0
2021-03-25,132,0,0.0
2021-03-26,132,0,0.0
2021-03-27,132,0,0.0
2021-03-28,132,0,0.0
2021-03-29,132,0,0.0
2021-03-30,132,0,0.0
2021-03-31,132,0,0.0
2021-04-01,132,0,0.0
2021-04-02,132,0,0.0
2021-04-03,132,0,0.0
2021-04-04,132,0,0.0
2021-04-05,132,0,0.0
2021-04-06,132,0,0.0
2021-04-07,132,0,0.0
2021-04-08,132,0,0.0
2021-04-09,132,0,0.0
2021-04-10,132,0,0.0
2021-04-11,132,0,0.0
2021-04-12,132,0,0.0
2021-04-13,133,1,0.14285714285714285
2021-04-14,133,0,0.14285714285714285
2021-04-15,133,0,0.14285714285714285
2021-04-16,133,0,0.14285714285714285
2021-04-17,133,0,0.14285714285714285
2021-04-18,133,0,0.14285714285714285
2021-04-19,133,0,0.14285714285714285
2021-04-20,133,0,0.0
2021-04-21,133,0,0.0
2021-04-22,133,0,0.0
2021-04-23,133,0,0.0
2021-04-24,133,0,0.0
2021-04-25,133,0,0.0
2021-04-26,133,0,0.0
2021-04-27,133,0,0.0
2021-04-28,133,0,0.0
2021-04-29,133,0,0.0
2021-04-30,133,0,0.0
2021-05-01,133,0,0.0
2021-05-02,133,0,0.0
2021-05-03,133,0,0.0
2021-05-04,133,0,0.0
2021-05-05,133,0,0.0
2021-05-06,133,0,0.0
2021-05-07,133,0,0.0
2021-05-08,133,0,0.0
2021-05-09,133,0,0.0
2021-05-10,133,0,0.0
2021-05-11,133,0,0.0
2021-05-12,134,1,0.14285714285714285
2021-05-13,134,0,0.14285714285714285
2021-05-14,134,0,0.14285714285714285
2021-05-15,134,0,0.14285714285714285
2021-05-16,134,0,0.14285714285714285
2021-05-17,134,0,0.14285714285714285
2021-05-18,134,0,0.14285714285714285
2021-05-19,134,0,0.0
2021-05-20,134,0,0.0
2021-05-21,134,0,0.0
2021-05-22,134,0,0.0
2021-05-23,134,0,0.0
2021-05-24,135,1,0.14285714285714285
2021-05-25,135,0,0.14285714285714285
2021-05-26,135,0,0.14285714285714285
2021-05-27,135,0,0.14285714285714285
2021-05-28,135,0,0.14285714285714285
2021-05-29,135,0,0.14285714285714285
2021-05-30,135,0,0.14285714285714285
2021-05-31,135,0,0.0
2021-06-01,135,0,0.0
2021-06-02,135,0,0.0
2021-06-03,135,0,0.0
2021-06-04,135,0,0.0
2021-06-05,135,0,0.0
2021-06-06,135,0,0.0
2021-06-07,135,0,0.0
2021-06-08,136,1,0.14285714285714285
2021-06-09,136,0,0.14285714285714285
2021-06-10,136,0,0.14285714285714285
2021-06-11,136,0,0.14285714285714285
2021-06-12,136,0,0.14285714285714285
2021-06-13,136,0,0.14285714285714285
2021-06-14,136,0,0.14285714285714285
2021-06-15,136,0,0.0
2021-06-16,136,0,0.0
2021-06-17,137,1,0.14285714285714285
2021-06-18,137,0,0.14285714285714285
2021-06-19,137,0,0.14285714285714285
2021-06-20,137,0,0.14285714285714285
2021-06-21,137,0,0.14285714285714285
2021-06-22,138,1,0.2857142857142857
2021-06-23,138,0,0.2857142857142857
2021-06-24,138,0,0.14285714285714285
2021-06-25,138,0,0.14285714285714285
2021-06-26,138,0,0.14285714285714285
2021-06-27,138,0,0.14285714285714285
2021-06-28,138,0,0.14285714285714285
2021-06-29,138,0,0.0
2021-06-30,138,0,0.0
2021-07-01,138,0,0.0
2021-07-02,138,0,0.0
2021-07-03,138,0,0.0
2021-07-04,138,0,0.0
2021-07-05,138,0,0.0
2021-07-06,139,1,0.14285714285714285
2021-07-07,139,0,0.14285714285714285
2021-07-08,139,0,0.14285714285714285
2021-07-09,139,0,0.14285714285714285
2021-07-10,139,0,0.14285714285714285
2021-07-11,139,0,0.14285714285714285
2021-07-12,139,0,0.14285714285714285
2021-07-13,139,0,0.0
2021-07-14,139,0,0.0
2021-07-15,139,0,0.0
2021-07-16,139,0,0.0
2021-07-17,139,0,0.0
2021-07-18,139,0,0.0
2021-07-19,139,0,0.0
2021-07-20,139,0,0.0
2021-07-21,139,0,0.0
2021-07-22,139,0,0.0
2021-07-23,139,0,0.0
2021-07-24,139,0,0.0
2021-07-25,139,0,0.0
2021-07-26,139,0,0.0
2021-07-27,139,0,0.0
2021-07-28,139,0,0.0
2021-07-29,139,0,0.0
2021-07-30,139,0,0.0
2021-07-31,139,0,0.0
2021-08-01,139,0,0.0
2021-08-02,140,1,0.14285714285714285
2021-08-03,140,0,0.14285714285714285
2021-08-04,140,0,0.14285714285714285
2021-08-05,140,0,0.14285714285714285
2021-08-06,140,0,0.14285714285714285
2021-08-07,140,0,0.14285714285714285
2021-08-08,140,0,0.14285714285714285
2021-08-09,140,0,0.0
2021-08-10,140,0,0.0
2021-08-11,140,0,0.0
2021-08-12,140,0,0.0
2021-08-13,141,1,0.14285714285714285
2021-08-14,141,0,0.14285714285714285
2021-08-15,141,0,0.14285714285714285
2021-08-16,141,0,0.14285714285714285
2021-08-17,142,1,0.2857142857142857
2021-08-18,142,0,0.2857142857142857
2021-08-19,142,0,0.2857142857142857
2021-08-20,142,0,0.14285714285714285
2021-08-21,142,0,0.14285714285714285
2021-08-22,142,0,0.14285714285714285
2021-08-23,142,0,0.14285714285714285
2021-08-24,142,0,0.0
2021-08-25,142,0,0.0
2021-08-26,142,0,0.0
2021-08-27,142,0,0.0
2021-08-28,142,0,0.0
2021-08-29,142,0,0.0
2021-08-30,142,0,0.0
2021-08-31,143,1,0.14285714285714285
2021-09-01,143,0,0.14285714285714285
2021-09-02,143,0,0.14285714285714285
2021-09-03,143,0,0.14285714285714285
2021-09-04,143,0,0.14285714285714285
2021-09-05,143,0,0.14285714285714285
2021-09-06,143,0,0.14285714285714285
2021-09-07,143,0,0.0
2021-09-08,146,3,0.42857142857142855
2021-09-09,146,0,0.42857142857142855
2021-09-10,146,0,0.42857142857142855
2021-09-11,146,0,0.42857142857142855
2021-09-12,146,0,0.42857142857142855
2021-09-13,146,0,0.42857142857142855
2021-09-14,146,0,0.42857142857142855
2021-09-15,146,0,0.0
2021-09-16,146,0,0.0
2021-09-17,147,1,0.14285714285714285
2021-09-18,147,0,0.14285714285714285
2021-09-19,147,0,0.14285714285714285
2021-09-20,148,1,0.2857142857142857
2021-09-21,150,2,0.5714285714285714
2021-09-22,150,0,0.5714285714285714
2021-09-23,150,0,0.5714285714285714
2021-09-24,150,0,0.42857142857142855
2021-09-25,150,0,0.42857142857142855
2021-09-26,150,0,0.42857142857142855
2021-09-27,152,2,0.5714285714285714
2021-09-28,153,1,0.42857142857142855
2021-09-29,155,2,0.7142857142857143
2021-09-30,155,0,0.7142857142857143
2021-10-01,155,0,0.7142857142857143
2021-10-02,155,0,0.7142857142857143
2021-10-03,155,0,0.7142857142857143
2021-10-04,155,0,0.42857142857142855
2021-10-05,155,0,0.2857142857142857
2021-10-06,155,0,0.0
2021-10-07,155,0,0.0
2021-10-08,155,0,0.0
2021-10-09,155,0,0.0
2021-10-10,155,0,0.0
2021-10-11,156,1,0.14285714285714285
2021-10-12,156,0,0.14285714285714285
2021-10-13,156,0,0.14285714285714285
2021-10-14,156,0,0.14285714285714285
2021-10-15,156,0,0.14285714285714285
2021-10-16,156,0,0.14285714285714285
2021-10-17,156,0,0.14285714285714285
2021-10-18,157,1,0.14285714285714285
2021-10-19,157,0,0.14285714285714285
2021-10-20,157,0,0.14285714285714285
2021-10-21,157,0,0.14285714285714285
2021-10-22,158,1,0.2857142857142857
2021-10-23,158,0,0.2857142857142857
2021-10-24,158,0,0.2857142857142857
2021-10-25,160,2,0.42857142857142855
2021-10-26,161,1,0.5714285714285714
2021-10-27,161,0,0.5714285714285714
2021-10-28,162,1,0.7142857142857143
2021-10-29,162,0,0.5714285714285714
2021-10-30,162,0,0.5714285714285714
2021-10-31,162,0,0.5714285714285714
2021-11-01,163,1,0.42857142857142855
2021-11-02,163,0,0.2857142857142857
2021-11-03,164,1,0.42857142857142855
2021-11-04,164,0,0.2857142857142857
2021-11-05,165,1,0.42857142857142855
2021-11-06,165,0,0.42857142857142855
2021-11-07,165,0,0.42857142857142855
2021-11-08,166,1,0.42857142857142855
2021-11-09,167,1,0.5714285714285714
2021-11-10,167,0,0.42857142857142855
2021-11-11,167,0,0.42857142857142855
2021-11-12,167,0,0.2857142857142857
2021-11-13,167,0,0.2857142857142857
2021-11-14,167,0,0.2857142857142857
2021-11-15,168,1,0.2857142857142857
2021-11-16,168,0,0.14285714285714285
2021-11-17,168,0,0.14285714285714285
2021-11-18,168,0,0.14285714285714285
2021-11-19,168,0,0.14285714285714285
2021-11-20,168,0,0.14285714285714285
2021-11-21,168,0,0.14285714285714285
2021-11-22,168,0,0.0
2021-11-23,168,0,0.0
2021-11-24,169,1,0.14285714285714285
2021-11-25,169,0,0.14285714285714285
2021-11-26,169,0,0.14285714285714285
2021-11-27,169,0,0.14285714285714285
2021-11-28,169,0,0.14285714285714285
2021-11-29,169,0,0.14285714285714285
2021-11-30,169,0,0.14285714285714285
2021-12-01,169,0,0.0
2021-12-02,169,0,0.0
2021-12-03,169,0,0.0
2021-12-04,169,0,0.0
2021-12-05,169,0,0.0
2021-12-06,169,0,0.0
2021-12-07,169,0,0.0
2021-12-08,170,1,0.14285714285714285
2021-12-09,170,0,0.14285714285714285
2021-12-10,170,0,0.14285714285714285
2021-12-11,170,0,0.14285714285714285
2021-12-12,170,0,0.14285714285714285
2021-12-13,170,0,0.14285714285714285
2021-12-14,170,0,0.14285714285714285
2021-12-15,170,0,0.0
2021-12-16,170,0,0.0
2021-12-17,170,0,0.0
2021-12-18,170,0,0.0
2021-12-19,170,0,0.0
2021-12-20,170,0,0.0
2021-12-21,170,0,0.0
2021-12-22,170,0,0.0
2021-12-23,170,0,0.0
2021-12-24,170,0,0.0
2021-12-25,170,0,0.0
2021-12-26,170,0,0.0
2021-12-27,170,0,0.0
2021-12-28,171,1,0.14285714285714285
2021-12-29,171,0,0.14285714285714285
2021-12-30,171,0,0.14285714285714285
2021-12-31,171,0,0.14285714285714285
