date,county,state,fips,cases,deaths
2020-08-12,Carson City,Nevada,32510,364,8
2020-08-13,Carson City,Nevada,32510,371,8
2020-08-14,Carson City,Nevada,32510,374,8
2020-08-15,Carson City,Nevada,32510,388,8
2020-08-16,Carson City,Nevada,32510,388,8
2020-08-17,Carson City,Nevada,32510,391,8
2020-08-18,Carson City,Nevada,32510,391,8
2020-08-19,Carson City,Nevada,32510,396,8
2020-08-20,Carson City,Nevada,32510,396,8
2020-08-21,Carson City,Nevada,32510,397,8
2020-08-22,Carson City,Nevada,32510,406,8
2020-08-23,Carson City,Nevada,32510,409,8
2020-08-24,Carson City,Nevada,32510,409,8
2020-08-25,Carson City,Nevada,32510,412,8
2020-08-26,Carson City,Nevada,32510,417,8
2020-08-27,Carson City,Nevada,32510,419,8
2020-08-28,Carson City,Nevada,32510,424,8
2020-08-29,Carson City,Nevada,32510,425,8
2020-08-30,Carson City,Nevada,32510,427,8
2020-08-31,Carson City,Nevada,32510,427,8
2020-09-01,Carson City,Nevada,32510,430,8
2020-09-02,Carson City,Nevada,32510,434,8
2020-09-03,Carson City,Nevada,32510,446,8
2020-09-04,Carson City,Nevada,32510,446,8
2020-09-05,Carson City,Nevada,32510,449,8
2020-09-06,Carson City,Nevada,32510,451,8
2020-09-07,Carson City,Nevada,32510,460,8
2020-09-08,Carson City,Nevada,32510,465,8
2020-09-09,Carson City,Nevada,32510,467,8
2020-09-10,Carson City,Nevada,32510,475,8
2020-09-11,Carson City,Nevada,32510,482,8
2020-09-12,Carson City,Nevada,32510,485,8
2020-09-13,Carson City,Nevada,32510,488,8
2020-09-14,Carson City,Nevada,32510,490,8
2020-09-15,Carson City,Nevada,32510,509,8
2020-09-16,Carson City,Nevada,32510,513,8
2020-09-17,Carson City,Nevada,32510,522,8
2020-09-18,Carson City,Nevada,32510,523,8
2020-09-19,Carson City,Nevada,32510,523,8
2020-09-20,Carson City,Nevada,32510,525,8
2020-09-21,Carson City,Nevada,32510,525,8
2020-09-22,Carson City,Nevada,32510,529,8
2020-09-23,Carson City,Nevada,32510,536,8
2020-09-24,Carson City,Nevada,32510,536,8
2020-09-25,Carson City,Nevada,32510,536,8
2020-09-26,Carson City,Nevada,32510,539,8
2020-09-27,Carson City,Nevada,32510,540,8
2020-09-28,Carson City,Nevada,32510,543,8
2020-09-29,Carson City,Nevada,32510,543,8
2020-09-30,Carson City,Nevada,32510,556,8
2020-10-01,Carson City,Nevada,32510,560,8
2020-10-02,Carson City,Nevada,32510,564,8
2020-10-03,Carson City,Nevada,32510,567,8
2020-10-04,Carson City,Nevada,32510,568,8
2020-10-05,Carson City,Nevada,32510,568,8
2020-10-06,Carson City,Nevada,32510,572,8
2020-10-07,Carson City,Nevada,32510,581,8
2020-10-08,Carson City,Nevada,32510,585,8
2020-10-09,Carson City,Nevada,32510,588,8
2020-10-10,Carson City,Nevada,32510,596,8
2020-10-11,Carson City,Nevada,32510,602,8
2020-10-12,Carson City,Nevada,32510,608,8
2020-10-13,Carson City,Nevada,32510,618,8
2020-10-14,Carson City,Nevada,32510,626,8
2020-10-15,Carson City,Nevada,32510,637,8
2020-10-16,Carson City,Nevada,32510,645,8
2020-10-17,Carson City,Nevada,32510,657,8
2020-10-18,Carson City,Nevada,32510,659,8
2020-10-19,Carson City,Nevada,32510,665,8
2020-10-20,Carson City,Nevada,32510,678,8
2020-10-21,Carson City,Nevada,32510,678,8
2020-10-22,Carson City,Nevada,32510,699,8
2020-10-23,Carson City,Nevada,32510,708,8
2020-10-24,Carson City,Nevada,32510,720,8
2020-10-25,Carson City,Nevada,32510,726,8
2020-10-26,Carson City,Nevada,32510,733,8
2020-10-27,Carson City,Nevada,32510,742,8
2020-10-28,Carson City,Nevada,32510,768,8
2020-10-29,Carson City,Nevada,32510,768,8
2020-10-30,Carson City,Nevada,32510,788,8
2020-10-31,Carson City,Nevada,32510,795,9
2020-11-01,Carson City,Nevada,32510,795,9
2020-11-02,Carson City,Nevada,32510,808,9
2020-11-03,Carson City,Nevada,32510,835,9
2020-11-04,Carson City,Nevada,32510,835,9
2020-11-05,Carson City,Nevada,32510,847,9
2020-11-06,Carson City,Nevada,32510,875,10
2020-11-07,Carson City,Nevada,32510,978,10
2020-11-08,Carson City,Nevada,32510,978,10
2020-11-09,Carson City,Nevada,32510,985,10
2020-11-10,Carson City,Nevada,32510,994,11
2020-11-11,Carson City,Nevada,32510,1005,11
2020-11-12,Carson City,Nevada,32510,1024,11
2020-11-13,Carson City,Nevada,32510,1036,11
2020-11-14,Carson City,Nevada,32510,1036,11
2020-11-15,Carson City,Nevada,32510,1051,11
2020-11-16,Carson City,Nevada,32510,1443,11
2020-11-17,Carson City,Nevada,32510,1479,11
2020-11-18,Carson City,Nevada,32510,1479,11
2020-11-19,Carson City,Nevada,32510,1545,11
2020-11-20,Carson City,Nevada,32510,1545,11
2020-11-21,Carson City,Nevada,32510,1596,13
2020-11-22,Carson City,Nevada,32510,1613,13
2020-11-23,Carson City,Nevada,32510,1626,14
2020-11-24,Carson City,Nevada,32510,2161,14
2020-11-25,Carson City,Nevada,32510,2241,14
2020-11-26,Carson City,Nevada,32510,2241,14
2020-11-27,Carson City,Nevada,32510,2241,14
2020-11-28,Carson City,Nevada,32510,2241,14
2020-11-29,Carson City,Nevada,32510,2408,14
2020-11-30,Carson City,Nevada,32510,2522,14
2020-12-01,Carson City,Nevada,32510,2584,21
2020-12-02,Carson City,Nevada,32510,2688,26
2020-12-03,Carson City,Nevada,32510,2745,26
2020-12-04,Carson City,Nevada,32510,2786,27
2020-12-05,Carson City,Nevada,32510,2786,27
2020-12-06,Carson City,Nevada,32510,2897,27
2020-12-07,Carson City,Nevada,32510,2993,28
2020-12-08,Carson City,Nevada,32510,3319,28
2020-12-09,Carson City,Nevada,32510,3328,28
2020-12-10,Carson City,Nevada,32510,3571,32
2020-12-11,Carson City,Nevada,32510,3660,32
2020-12-12,Carson City,Nevada,32510,3765,34
2020-12-13,Carson City,Nevada,32510,3882,34
2020-12-14,Carson City,Nevada,32510,3972,34
2020-12-15,Carson City,Nevada,32510,4028,39
2020-12-16,Carson City,Nevada,32510,4028,39
2020-12-17,Carson City,Nevada,32510,4385,40
2020-12-18,Carson City,Nevada,32510,4485,41
2020-12-19,Carson City,Nevada,32510,4485,41
2020-12-20,Carson City,Nevada,32510,4516,43
2020-12-21,Carson City,Nevada,32510,4560,44
2020-12-22,Carson City,Nevada,32510,4610,45
2020-12-23,Carson City,Nevada,32510,4673,46
2020-12-24,Carson City,Nevada,32510,4713,49
2020-12-25,Carson City,Nevada,32510,4713,49
2020-12-26,Carson City,Nevada,32510,4732,49
2020-12-27,Carson City,Nevada,32510,4732,49
2020-12-28,Carson City,Nevada,32510,4773,49
2020-12-29,Carson City,Nevada,32510,4892,49
2020-12-30,Carson City,Nevada,32510,4945,54
2020-12-31,Carson City,Nevada,32510,5016,57
2021-01-01,Carson City,Nevada,32510,5016,57
2021-01-02,Carson City,Nevada,32510,5085,58
2021-01-03,Carson City,Nevada,32510,5118,58
2021-01-04,Carson City,Nevada,32510,5142,58
2021-01-05,Carson City,Nevada,32510,5150,62
2021-01-06,Carson City,Nevada,32510,5190,62
2021-01-07,Carson City,Nevada,32510,5227,74
2021-01-08,Carson City,Nevada,32510,5274,78
2021-01-09,Carson City,Nevada,32510,5292,80
2021-01-10,Carson City,Nevada,32510,5333,80
2021-01-11,Carson City,Nevada,32510,5343,80
2021-01-12,Carson City,Nevada,32510,5343,80
2021-01-13,Carson City,Nevada,32510,5451,83
2021-01-14,Carson City,Nevada,32510,5475,87
2021-01-15,Carson City,Nevada,32510,5485,89
2021-01-16,Carson City,Nevada,32510,5500,90
2021-01-17,Carson City,Nevada,32510,5515,91
2021-01-18,Carson City,Nevada,32510,5515,91
2021-01-19,Carson City,Nevada,32510,5515,91
2021-01-20,Carson City,Nevada,32510,5543,92
2021-01-21,Carson City,Nevada,32510,5608,94
2021-01-22,Carson City,Nevada,32510,5615,96
2021-01-23,Carson City,Nevada,32510,5615,96
2021-01-24,Carson City,Nevada,32510,5637,99
2021-01-25,Carson City,Nevada,32510,5650,100
2021-01-26,Carson City,Nevada,32510,5654,100
2021-01-27,Carson City,Nevada,32510,5660,102
2021-01-28,Carson City,Nevada,32510,5677,102
2021-01-29,Carson City,Nevada,32510,5689,105
2021-01-30,Carson City,Nevada,32510,5700,105
2021-01-31,Carson City,Nevada,32510,5711,105
2021-02-01,Carson City,Nevada,32510,5714,105
2021-02-02,Carson City,Nevada,32510,5720,106
2021-02-03,Carson City,Nevada,32510,5728,106
2021-02-04,Carson City,Nevada,32510,5737,106
2021-02-05,Carson City,Nevada,32510,5747,106
2021-02-06,Carson City,Nevada,32510,5753,106
2021-02-07,Carson City,Nevada,32510,5755,107
2021-02-08,Carson City,Nevada,32510,5760,108
2021-02-09,Carson City,Nevada,32510,5767,110
2021-02-10,Carson City,Nevada,32510,5775,110
2021-02-11,Carson City,Nevada,32510,5780,110
2021-02-12,Carson City,Nevada,32510,5783,110
2021-02-13,Carson City,Nevada,32510,5783,110
2021-02-14,Carson City,Nevada,32510,5805,110
2021-02-15,Carson City,Nevada,32510,5805,110
2021-02-16,Carson City,Nevada,32510,5808,110
2021-02-17,Carson City,Nevada,32510,5813,111
2021-02-18,Carson City,Nevada,32510,5821,111
2021-02-19,Carson City,Nevada,32510,5829,114
2021-02-20,Carson City,Nevada,32510,5829,114
2021-02-21,Carson City,Nevada,32510,5837,114
2021-02-22,Carson City,Nevada,32510,5843,114
2021-02-23,Carson City,Nevada,32510,5853,114
2021-02-24,Carson City,Nevada,32510,5861,114
2021-02-25,Carson City,Nevada,32510,5861,114
2021-02-26,Carson City,Nevada,32510,5883,114
2021-02-27,Carson City,Nevada,32510,5883,114
2021-02-28,Carson City,Nevada,32510,5893,114
2021-03-01,Carson City,Nevada,32510,5901,114
2021-03-02,Carson City,Nevada,32510,5908,115
2021-03-03,Carson City,Nevada,32510,5917,115
2021-03-04,Carson City,Nevada,32510,5929,115
2021-03-05,Carson City,Nevada,32510,5940,116
2021-03-06,Carson City,Nevada,32510,5940,116
2021-03-07,Carson City,Nevada,32510,5944,116
2021-03-08,Carson City,Nevada,32510,5944,116
2021-03-09,Carson City,Nevada,32510,5954,116
2021-03-10,Carson City,Nevada,32510,5961,116
2021-03-11,Carson City,Nevada,32510,5964,116
2021-03-12,Carson City,Nevada,32510,5972,116
2021-03-13,Carson City,Nevada,32510,5975,116
2021-03-14,Carson City,Nevada,32510,5975,116
2021-03-15,Carson City,Nevada,32510,5980,116
2021-03-16,Carson City,Nevada,32510,5985,116
2021-03-17,Carson City,Nevada,32510,5987,116
2021-03-18,Carson City,Nevada,32510,5994,116
2021-03-19,Carson City,Nevada,32510,6003,116
2021-03-20,Carson City,Nevada,32510,6010,118
2021-03-21,Carson City,Nevada,32510,6010,118
2021-03-22,Carson City,Nevada,32510,6019,119
2021-03-23,Carson City,Nevada,32510,6026,119
2021-03-24,Carson City,Nevada,32510,6035,119
2021-03-25,Carson City,Nevada,32510,6134,121
2021-03-26,Carson City,Nevada,32510,6136,121
2021-03-27,Carson City,Nevada,32510,6141,122
2021-03-28,Carson City,Nevada,32510,6141,122
2021-03-29,Carson City,Nevada,32510,6162,122
2021-03-30,Carson City,Nevada,32510,6168,122
2021-03-31,Carson City,Nevada,32510,6174,122
2021-04-01,Carson City,Nevada,32510,6187,122
2021-04-02,Carson City,Nevada,32510,6192,122
2021-04-03,Carson City,Nevada,32510,6202,122
2021-04-04,Carson City,Nevada,32510,6202,122
2021-04-05,Carson City,Nevada,32510,6217,122
2021-04-06,Carson City,Nevada,32510,6227,122
2021-04-07,Carson City,Nevada,32510,6235,122
2021-04-08,Carson City,Nevada,32510,6237,122
2021-04-09,Carson City,Nevada,32510,6247,122
2021-04-10,Carson City,Nevada,32510,6255,122
2021-04-11,Carson City,Nevada,32510,6255,122
2021-04-12,Carson City,Nevada,32510,6283,122
2021-04-13,Carson City,Nevada,32510,6295,122
2021-04-14,Carson City,Nevada,32510,6304,122
2021-04-15,Carson City,Nevada,32510,6314,122
2021-04-16,Carson City,Nevada,32510,6325,122
2021-04-17,Carson City,Nevada,32510,6325,122
2021-04-18,Carson City,Nevada,32510,6325,122
2021-04-19,Carson City,Nevada,32510,6334,122
2021-04-20,Carson City,Nevada,32510,6354,122
2021-04-21,Carson City,Nevada,32510,6363,122
2021-04-22,Carson City,Nevada,32510,6371,122
2021-04-23,Carson City,Nevada,32510,6382,122
2021-04-24,Carson City,Nevada,32510,6382,122
2021-04-25,Carson City,Nevada,32510,6382,122
2021-04-26,Carson City,Nevada,32510,6382,122
2021-04-27,Carson City,Nevada,32510,6406,123
2021-04-28,Carson City,Nevada,32510,6415,123
2021-04-29,Carson City,Nevada,32510,6417,123
2021-04-30,Carson City,Nevada,32510,6425,123
2021-05-01,Carson City,Nevada,32510,6425,123
2021-05-02,Carson City,Nevada,32510,6425,123
2021-05-03,Carson City,Nevada,32510,6434,123
2021-05-04,Carson City,Nevada,32510,6445,123
2021-05-05,Carson City,Nevada,32510,6448,123
2021-05-06,Carson City,Nevada,32510,6453,123
2021-05-07,Carson City,Nevada,32510,6459,124
2021-05-08,Carson City,Nevada,32510,6459,124
2021-05-09,Carson City,Nevada,32510,6459,124
2021-05-10,Carson City,Nevada,32510,6470,123
2021-05-11,Carson City,Nevada,32510,6482,123
2021-05-12,Carson City,Nevada,32510,6483,123
2021-05-13,Carson City,Nevada,32510,6486,123
2021-05-14,Carson City,Nevada,32510,6492,123
2021-05-15,Carson City,Nevada,32510,6492,123
2021-05-16,Carson City,Nevada,32510,6492,123
2021-05-17,Carson City,Nevada,32510,6496,123
2021-05-18,Carson City,Nevada,32510,6502,123
2021-05-19,Carson City,Nevada,32510,6503,123
2021-05-20,Carson City,Nevada,32510,6508,123
2021-05-21,Carson City,Nevada,32510,6511,123
2021-05-22,Carson City,Nevada,32510,6511,123
2021-05-23,Carson City,Nevada,32510,6511,123
2021-05-24,Carson City,Nevada,32510,6517,123
2021-05-25,Carson City,Nevada,32510,6523,123
2021-05-26,Carson City,Nevada,32510,6524,123
2021-05-27,Carson City,Nevada,32510,6527,123
2021-05-28,Carson City,Nevada,32510,6539,123
2021-05-29,Carson City,Nevada,32510,6539,123
2021-05-30,Carson City,Nevada,32510,6539,123
2021-05-31,Carson City,Nevada,32510,6539,123
2021-06-01,Carson City,Nevada,32510,6542,123
2021-06-02,Carson City,Nevada,32510,6549,123
2021-06-03,Carson City,Nevada,32510,6551,123
2021-06-04,Carson City,Nevada,32510,6557,123
2021-06-05,Carson City,Nevada,32510,6557,123
2021-06-06,Carson City,Nevada,32510,6557,123
2021-06-07,Carson City,Nevada,32510,6560,124
2021-06-08,Carson City,Nevada,32510,6567,124
2021-06-09,Carson City,Nevada,32510,6570,124
2021-06-10,Carson City,Nevada,32510,6573,124
2021-06-11,Carson City,Nevada,32510,6581,124
2021-06-12,Carson City,Nevada,32510,6581,124
2021-06-13,Carson City,Nevada,32510,6581,124
2021-06-14,Carson City,Nevada,32510,6583,124
2021-06-15,Carson City,Nevada,32510,6586,124
2021-06-16,Carson City,Nevada,32510,6587,124
2021-06-17,Carson City,Nevada,32510,6589,124
2021-06-18,Carson City,Nevada,32510,6589,124
2021-06-19,Carson City,Nevada,32510,6589,124
2021-06-20,Carson City,Nevada,32510,6589,124
2021-06-21,Carson City,Nevada,32510,6595,124
2021-06-22,Carson City,Nevada,32510,6605,124
2021-06-23,Carson City,Nevada,32510,6606,124
2021-06-24,Carson City,Nevada,32510,6609,124
2021-06-25,Carson City,Nevada,32510,6614,124
2021-06-26,Carson City,Nevada,32510,6614,124
2021-06-27,Carson City,Nevada,32510,6614,124
2021-06-28,Carson City,Nevada,32510,6617,124
2021-06-29,Carson City,Nevada,32510,6624,124
2021-06-30,Carson City,Nevada,32510,6626,124
2021-07-01,Carson City,Nevada,32510,6626,124
2021-07-02,Carson City,Nevada,32510,6627,124
2021-07-03,Carson City,Nevada,32510,6627,124
2021-07-04,Carson City,Nevada,32510,6627,124
2021-07-05,Carson City,Nevada,32510,6627,124
2021-07-06,Carson City,Nevada,32510,6629,124
2021-07-07,Carson City,Nevada,32510,6639,124
2021-07-08,Carson City,Nevada,32510,6640,124
2021-07-09,Carson City,Nevada,32510,6642,124
2021-07-10,Carson City,Nevada,32510,6642,124
2021-07-11,Carson City,Nevada,32510,6642,124
2021-07-12,Carson City,Nevada,32510,6643,124
2021-07-13,Carson City,Nevada,32510,6648,124
2021-07-14,Carson City,Nevada,32510,6649,124
2021-07-15,Carson City,Nevada,32510,6652,124
2021-07-16,Carson City,Nevada,32510,6657,124
2021-07-17,Carson City,Nevada,32510,6657,124
2021-07-18,Carson City,Nevada,32510,6657,124
2021-07-19,Carson City,Nevada,32510,6661,124
2021-07-20,Carson City,Nevada,32510,6680,124
2021-07-21,Carson City,Nevada,32510,6683,125
2021-07-22,Carson City,Nevada,32510,6689,125
2021-07-23,Carson City,Nevada,32510,6698,125
2021-07-24,Carson City,Nevada,32510,6698,125
2021-07-25,Carson City,Nevada,32510,6698,125
2021-07-26,Carson City,Nevada,32510,6709,125
2021-07-27,Carson City,Nevada,32510,6716,125
2021-07-28,Carson City,Nevada,32510,6729,125
2021-07-29,Carson City,Nevada,32510,6740,125
2021-07-30,Carson City,Nevada,32510,6749,125
2021-07-31,Carson City,Nevada,32510,6749,125
2021-08-01,Carson City,Nevada,32510,6749,125
2021-08-02,Carson City,Nevada,32510,6761,125
2021-08-03,Carson City,Nevada,32510,6794,125
2021-08-04,Carson City,Nevada,32510,6800,125
2021-08-05,Carson City,Nevada,32510,6818,126
2021-08-06,Carson City,Nevada,32510,6838,126
2021-08-07,Carson City,Nevada,32510,6838,126
2021-08-08,Carson City,Nevada,32510,6838,126
2021-08-09,Carson City,Nevada,32510,6864,126
2021-08-10,Carson City,Nevada,32510,6920,126
2021-08-11,Carson City,Nevada,32510,6934,126
2021-08-12,Carson City,Nevada,32510,6954,126
2021-08-13,Carson City,Nevada,32510,6988,126
2021-08-14,Carson City,Nevada,32510,6988,126
2021-08-15,Carson City,Nevada,32510,6988,126
2021-08-16,Carson City,Nevada,32510,7006,126
2021-08-17,Carson City,Nevada,32510,7060,126
2021-08-18,Carson City,Nevada,32510,7077,130
2021-08-19,Carson City,Nevada,32510,7115,130
2021-08-20,Carson City,Nevada,32510,7138,130
2021-08-21,Carson City,Nevada,32510,7138,130
2021-08-22,Carson City,Nevada,32510,7138,130
2021-08-23,Carson City,Nevada,32510,7173,130
2021-08-24,Carson City,Nevada,32510,7234,129
2021-08-25,Carson City,Nevada,32510,7273,130
2021-08-26,Carson City,Nevada,32510,7301,130
2021-08-27,Carson City,Nevada,32510,7337,130
2021-08-28,Carson City,Nevada,32510,7337,130
2021-08-29,Carson City,Nevada,32510,7337,130
2021-08-30,Carson City,Nevada,32510,7383,131
2021-08-31,Carson City,Nevada,32510,7484,132
2021-09-01,Carson City,Nevada,32510,7504,134
2021-09-02,Carson City,Nevada,32510,7535,134
2021-09-03,Carson City,Nevada,32510,7598,135
2021-09-04,Carson City,Nevada,32510,7598,135
2021-09-05,Carson City,Nevada,32510,7598,135
2021-09-06,Carson City,Nevada,32510,7598,135
2021-09-07,Carson City,Nevada,32510,7640,135
2021-09-08,Carson City,Nevada,32510,7754,135
2021-09-09,Carson City,Nevada,32510,7788,135
2021-09-10,Carson City,Nevada,32510,7834,135
2021-09-11,Carson City,Nevada,32510,7834,135
2021-09-12,Carson City,Nevada,32510,7834,135
2021-09-13,Carson City,Nevada,32510,7870,136
2021-09-14,Carson City,Nevada,32510,7963,136
2021-09-15,Carson City,Nevada,32510,7964,137
2021-09-16,Carson City,Nevada,32510,7999,137
2021-09-17,Carson City,Nevada,32510,8042,137
2021-09-18,Carson City,Nevada,32510,8042,137
2021-09-19,Carson City,Nevada,32510,8042,137
2021-09-20,Carson City,Nevada,32510,8085,137
2021-09-21,Carson City,Nevada,32510,8144,140
2021-09-22,Carson City,Nevada,32510,8162,141
2021-09-23,Carson City,Nevada,32510,8188,142
2021-09-24,Carson City,Nevada,32510,8214,142
2021-09-25,Carson City,Nevada,32510,8214,142
2021-09-26,Carson City,Nevada,32510,8214,142
2021-09-27,Carson City,Nevada,32510,8240,143
2021-09-28,Carson City,Nevada,32510,8287,144
2021-09-29,Carson City,Nevada,32510,8298,144
2021-09-30,Carson City,Nevada,32510,8315,146
