Time,G1_Susceptible,G2_Infected,G3_Hospitalized,G4_Recovered,G5_Dead
96.23,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.24,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.25,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.26,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.27,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.28,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.29,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.30,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.31,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.32,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.33,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.34,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.35,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.36,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.37,1.939622e-03,-7.646222e-04,-5.133333e-04,-5.697000e-04,4.866667e-06
96.38,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.39,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.40,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.41,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.42,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.43,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.44,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.45,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.46,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.47,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.48,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.49,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.50,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.51,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.52,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.53,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.54,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.55,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.56,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.57,1.886044e-03,-7.387111e-04,-5.133333e-04,-5.425867e-04,4.866667e-06
96.58,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.59,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.60,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.61,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.62,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.63,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.64,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.65,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.66,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.67,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.68,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.69,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.70,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.71,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.72,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.73,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.74,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.75,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.76,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.77,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.78,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.79,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.80,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.81,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.82,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.83,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.84,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.85,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.86,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.87,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.88,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.89,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.90,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.91,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.92,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.93,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.94,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.95,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.96,2.179889e-03,-6.715556e-04,-5.266667e-04,-8.893667e-04,4.533333e-06
96.97,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
96.98,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
96.99,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.00,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.01,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.02,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.03,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.04,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.05,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.06,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.07,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.08,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.09,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.10,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.11,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.12,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.13,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.14,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.15,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.16,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.17,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.18,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.19,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.20,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.21,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.22,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.23,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.24,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.25,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.26,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.27,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.28,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.29,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.30,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.31,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.32,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.33,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.34,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.35,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.36,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.37,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.38,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.39,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.40,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.41,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.42,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.43,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.44,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.45,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.46,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.47,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.48,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.49,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.50,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.51,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.52,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.53,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.54,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.55,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.56,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.57,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.58,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.59,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.60,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.61,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.62,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.63,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.64,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.65,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.66,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.67,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.68,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.69,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.70,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.71,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.72,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.73,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.74,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.75,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.76,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.77,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.78,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.79,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.80,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.81,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.82,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.83,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.84,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.85,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.86,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.87,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.88,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.89,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.90,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.91,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.92,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.93,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.94,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.95,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.96,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.97,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.98,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
97.99,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.00,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.01,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.02,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.03,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.04,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.05,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.06,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.07,2.128667e-03,-6.480000e-04,-5.266667e-04,-8.622533e-04,4.533333e-06
98.08,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.09,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.10,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.11,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.12,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.13,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.14,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.15,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.16,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.17,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.18,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.19,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.20,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.21,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.22,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.23,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.24,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.25,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.26,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.27,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.28,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.29,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.30,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.31,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.32,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.33,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.34,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.35,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.36,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.37,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.38,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.39,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.40,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.41,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.42,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.43,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.44,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.45,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.46,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.47,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.48,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.49,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.50,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.51,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.52,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.53,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.54,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.55,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.56,2.077444e-03,-6.244444e-04,-5.266667e-04,-8.351400e-04,4.533333e-06
98.57,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.58,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.59,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.60,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.61,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.62,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.63,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.64,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.65,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.66,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.67,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.68,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.69,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.70,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.71,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.72,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.73,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.74,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.75,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.76,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.77,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.78,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.79,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.80,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.81,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.82,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.83,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.84,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.85,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.86,2.026222e-03,-6.008889e-04,-5.266667e-04,-8.080267e-04,4.533333e-06
98.87,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.88,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.89,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.90,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.91,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.92,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.93,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.94,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.95,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.96,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.97,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.98,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
98.99,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.00,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.01,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.02,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.03,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.04,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.05,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.06,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.07,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.08,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.09,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.10,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.11,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.12,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.13,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.14,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.15,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.16,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.17,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
99.18,1.975000e-03,-5.773333e-04,-5.266667e-04,-7.809133e-04,4.533333e-06
